"","skip_1","skip_2","skip_3","not_skipped","context_type","skipped","feature_similarity","norm_feature_similarity","factor_similarity","norm_factor_similarity"
"39",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.978597647920393,0.914283141968402,0.993011857737205,0.958564094495148
"40",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.98125635435694,0.807921541906713,0.992003138334981,0.973828829470648
"41",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.994699884466932,0.915767321517491,0.994193173925717,0.963699993826546
"42",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.992348934340664,0.187707180950825,0.996706552978775,0.981287101374259
"43",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.998925448513334,0.916393914482096,0.999421059121376,0.997675593826075
"44",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.979269961868227,0.1814025762953,0.989048600367043,0.964158266349444
"45",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.972881369140454,0.972241545933699,0.995500855155456,0.94223492349485
"46",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.997207026332204,0.906229791373354,0.998870214995548,0.99125354670758
"47",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.977853322784545,0.613357822433266,0.982418096628831,0.919655069621102
"48",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.993270115445912,0.985981986501438,0.992108974770402,0.940359763840453
"49",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.977804289747005,0.769962052699472,0.997968913112864,0.991087569247306
"50",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.971718639886838,0.802216696051829,0.865898526294019,0.522282795503179
"51",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.954161195536651,0.57844564458189,0.835930204565225,0.615071708592592
"52",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.951575781333163,0.506091819023471,0.549703159238013,0.322636610342902
"53",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.949114019604952,0.251265743332819,0.846062242486573,0.697116965685798
"54",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.99741871585299,0.950719790390762,0.918768734271292,0.909230196702183
"55",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.976444522603779,0.549643537270807,0.731633461793168,0.738180873523534
"56",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.985544531056921,0.387301237773169,0.903764536870179,0.665691164379432
"57",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.96932784719878,0.19065961680746,0.871366041995359,0.854440296043015
"58",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.912102320855436,-0.810123274424266,0.846115942895887,0.571496363592751
"59",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.993807103509156,0.796547778604837,0.838455304480965,0.838186098777471
"60",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.970552764527404,0.240215866312863,0.973209586053437,0.932890813774527
"61",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.974245724019192,0.390350063109514,0.956226566494373,0.893297513911357
"62",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.986821504778195,0.847805308504804,0.892624283807372,0.882454114686998
"63",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.995891324860538,0.893753425220083,0.874800814611547,0.88290027211471
"64",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.990495487012969,0.902920743890901,0.899698941896839,0.903340727442014
"65",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.966117554226026,0.158644881550364,0.976297520993589,0.972146364431469
"66",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.946321105042891,0.155608374188708,0.850435373017508,0.649234505674936
"67",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.982519608706402,0.300495388758446,0.681546778551129,0.299872275072375
"68",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.982297150238297,0.742550740389331,0.965306179132356,0.800358089643234
"69",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.968655796042199,0.661742855437263,0.932455305707235,0.792634397655592
"70",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.977455318664471,-0.102110738914679,0.967962457980953,0.923109691230868
"71",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.989131372531026,0.737120601331681,0.958213665036038,0.93110674460388
"72",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.923745057066138,-0.188499630258774,0.91134632937227,0.813257543408215
"73",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.945063225756346,-0.407441520065094,0.979840351337365,0.937818704814321
"74",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.954668727032612,0.743708473416117,0.956151440076879,0.87051317555574
"75",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.965388821621301,0.108130646558612,0.924477290912699,0.898415487857168
"76",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.97728241448605,0.868516666333804,0.883673237856864,0.573013679491559
"77",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.978287437075424,0.0537021825112374,0.932980920578496,0.739292483146129
"78",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.977480311827049,0.597771113006367,0.862737581911541,0.814153165726065
"79",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.993167728271944,0.397475185301843,0.940889783324004,0.744742008660727
"80",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.954313225740625,0.180825828766943,0.98936188684371,0.968407246967095
"81",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.980820768643493,0.490600461626125,0.866849356007781,0.703515122403234
"82",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.963669665604746,0.131707262388538,0.973048722194064,0.922412738834983
"83",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.981129218988381,0.30367690627404,0.985523129332814,0.954783294311078
"84",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.972840065721668,0.478449395342574,0.92963079992753,0.895090043299957
"85",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.963875421439061,-0.348548829416744,0.839569059742544,0.746255094066915
"86",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.914274977737522,-0.300847318623884,0.721712399410608,0.362077045449829
"87",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.982297150238297,0.742550740389331,0.965306179132356,0.800358089643234
"88",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.968655796042199,0.661742855437263,0.932455305707235,0.792634397655592
"89",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.977455318664471,-0.102110738914679,0.967962457980953,0.923109691230868
"90",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.985829913513207,0.0896361789389939,0.981604506230043,0.95980525151441
"91",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.989131372531026,0.737120601331681,0.958213665036038,0.93110674460388
"92",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.917329195525193,-0.202389532219032,0.899962634498085,0.781055856706748
"93",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.945367456947734,-0.307930867323162,0.988134457185729,0.957446662930006
"94",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.956421556847452,0.719394204824938,0.961169021313018,0.886875067244504
"95",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.961339958943321,0.0376972098750562,0.916160548622094,0.890426115573764
"96",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.976836618266662,0.823614830012823,0.890302162600798,0.579948078599805
"97",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.978269766804499,0.0435334802731805,0.942142576847535,0.759425714075377
"98",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.976151671855285,0.56135842813892,0.847632499367425,0.787816449807429
"99",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.993353735346342,0.42259506950847,0.933353280256734,0.715240372596643
"100",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.949783135634777,0.0263772658198916,0.99024985771413,0.967500228620075
"101",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.982244016607093,0.514192439889532,0.874851892872415,0.718291822567807
"102",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.966453596112813,0.113627220698508,0.971106841716422,0.917117049046294
"103",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.982638958419807,0.274777316360303,0.987653332706573,0.959485436416658
"104",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.967345642693463,0.275976725685069,0.863205719157752,0.73195517143625
"105",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.947744078771016,0.191178024254624,0.983971995930693,0.960772109094886
"106",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.967144434409591,-0.442801835577504,0.968694326203586,0.898954390551801
"107",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.991740994491044,0.493158274410482,0.890255916153302,0.881376812609086
"108",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.980594761784732,0.65315034845411,0.872027776972564,0.615585858385313
"109",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.985953255765243,0.627726741515404,0.975231254105603,0.935645306063638
"110",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.9917395795561,0.030707392551364,0.983882037258467,0.964355493491051
"111",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.951752269173468,0.00107736140164308,0.889959169254252,0.658029611371518
"112",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.986130258864942,0.406966195331128,0.975797289898469,0.906255739200308
"113",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.979375142318567,0.382960637573577,0.985810908566837,0.963773305604524
"114",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.99190193140522,0.646236268129726,0.856616513372173,0.683184302854164
"115",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.994155326885305,0.912317542318257,0.898070475784149,0.87592998544625
"116",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.919151775275701,-0.357762523151256,0.906989023316157,0.823572076216155
"117",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.996314552373888,0.821977843877115,0.869316411905931,0.820374729427212
"118",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.982667453238673,0.271786939441092,0.888791689917049,0.829598096345964
"119",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.981206523273869,-0.0762464816211136,0.855659119818012,0.784594423739013
"120",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.934114433789009,-0.618231700732644,0.97534268529102,0.942921870517039
"121",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.993482115380504,0.69504530025723,0.969180278332894,0.935297413878241
"122",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.977619115358615,0.297097293571372,0.936362447281023,0.872950902137855
"123",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.847806371094159,-0.476155899369911,0.649406078783816,0.524051239235034
"124",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.799447176616826,0.259146941387291,0.915994277844009,0.908539594284048
"125",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.961072932259934,-0.0355396129554523,0.810073350258661,0.739398031883262
"126",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.928908082943429,-0.479212333870673,0.718916269588617,0.773042172294141
"127",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.946419808419447,0.0662534749882095,0.436089898869939,0.502965743741367
"128",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.78217879821436,0.489671300753148,-0.0956307333948843,0.086990269768774
"129",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.92034926326471,-0.203920871387166,0.704320393261409,0.501572999839707
"130",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.952100362027146,0.417295351810905,0.812794577131091,0.743357086591348
"131",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.830069384784222,-0.371992011298966,0.76803992264605,0.770838463245226
"132",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.983780987076642,0.367047507775156,0.664730832780566,0.603222554089582
"133",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.941972553130209,-0.467929038463821,0.539674261499624,0.245511948272146
"134",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.991479901466788,0.583017552645531,0.825000849710281,0.793065617994885
"135",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.897540442109811,0.517133616508309,0.947587643258456,0.966418707396154
"136",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.988523646657629,0.417762030470457,0.833756149336635,0.804374615625101
"137",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.944511593780806,-0.373368029480957,0.600269439994226,0.363393639806266
"138",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.967253219139907,-0.893203395566724,0.783089371213678,0.629262533960284
"139",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.921329776950082,-0.0391836770234402,0.748532946451005,0.757713308028433
"140",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.981600524491851,-0.708980579270969,0.445165007074999,0.21080645149591
"141",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.955419653457585,-0.470987685848761,0.926792697133969,0.861512373214578
"142",TRUE,FALSE,FALSE,FALSE,"personalized_playlist",1,0.982976801003958,0.768533803967562,0.993815369951643,0.960999780493246
"143",FALSE,FALSE,FALSE,TRUE,"personalized_playlist",0,1,1,1,1
"144",FALSE,FALSE,TRUE,FALSE,"personalized_playlist",0,0.982976801003958,0.768533803967562,0.993815369951643,0.960999780493246
"145",TRUE,FALSE,FALSE,FALSE,"personalized_playlist",1,0.991593572801377,0.911082525784381,0.994296840634496,0.966380934647602
"146",TRUE,FALSE,FALSE,FALSE,"personalized_playlist",1,0.993198610951979,0.891732350901546,0.997195661480129,0.981690180273905
"147",FALSE,FALSE,FALSE,TRUE,"personalized_playlist",0,0.991593572801377,0.911082525784381,0.994296840634496,0.966380934647602
"148",FALSE,TRUE,FALSE,FALSE,"personalized_playlist",1,0.97696464819702,0.703617394705139,0.983762047137402,0.921054096076034
"149",TRUE,FALSE,FALSE,FALSE,"personalized_playlist",1,0.995324232973357,0.947483650728807,0.996519777731739,0.978331856611056
"150",FALSE,FALSE,TRUE,FALSE,"personalized_playlist",0,0.97696464819702,0.703617394705139,0.983762047137402,0.921054096076034
"151",FALSE,FALSE,FALSE,TRUE,"personalized_playlist",0,0.977247493629548,0.648982241020359,0.996145944509008,0.989624992010808
"152",FALSE,TRUE,FALSE,FALSE,"personalized_playlist",1,0.984234753814808,0.832090250062787,0.997127980272456,0.976782251523838
"153",TRUE,FALSE,FALSE,FALSE,"personalized_playlist",1,0.983246949274382,0.713615350528214,0.997432780848338,0.993325350387855
"154",TRUE,FALSE,FALSE,FALSE,"personalized_playlist",1,0.984234753814808,0.832090250062787,0.997127980272456,0.976782251523838
"155",FALSE,FALSE,TRUE,FALSE,"personalized_playlist",0,0.985078084541368,0.934441458890065,0.997960636203903,0.980716165008501
"156",FALSE,TRUE,FALSE,FALSE,"personalized_playlist",1,0.982612510804443,0.856501553414124,0.995870634524849,0.982860323630923
"157",FALSE,FALSE,TRUE,FALSE,"personalized_playlist",0,0.932531278751487,-0.364812128084858,0.99339151951658,0.954480193609738
"158",TRUE,FALSE,FALSE,FALSE,"personalized_playlist",1,0.991968972587171,0.869283428253094,0.987252586285475,0.95149674447064
"159",TRUE,FALSE,FALSE,FALSE,"personalized_playlist",1,0.947421451050597,-0.264075464054338,0.995115190111956,0.966892269161328
"160",TRUE,FALSE,FALSE,FALSE,"personalized_playlist",1,0.991968972587171,0.869283428253094,0.987252586285475,0.95149674447064
"161",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.9900777153931,0.878365860722779,0.871053513092246,0.506104955868844
"162",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.971930659963478,0.516295446843908,0.852216326673932,0.470093220688296
"163",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.970978516402802,0.759795131572481,0.95218755435666,0.79487020464596
"164",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.945938913540643,0.543645115833509,0.978547593156037,0.861559416006427
"165",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.99490193935933,0.893939741436871,0.992442962135384,0.966440961821276
"166",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.957302890364397,0.434250613132375,0.966418130198969,0.786810776614651
"167",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.897871313394163,0.591449176910852,0.973792010341156,0.857531437075527
"168",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.916521094675325,0.436146693210705,0.959045046944426,0.812541039887864
"169",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.96027034532204,0.301536220689737,0.966300484711683,0.84611449721369
"170",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.97639934243187,0.810071083769535,0.985664974071643,0.936643149381429
"171",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.956496392156875,0.814494629182931,0.987840122999858,0.907143858328073
"172",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.963103854806651,0.617951718781719,0.982822490098624,0.886150363206978
"173",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.986115474263088,-0.00656571213689313,0.982286251994417,0.94420374564572
"174",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.929814677035569,0.621917822589479,0.991526560941594,0.953321426462216
"175",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.938105934794526,0.792277143671873,0.989853985218966,0.911282229377414
"176",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.996271165277291,0.744824206802946,0.994556291141537,0.974368738265625
"177",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.988774302084206,0.874889728939011,0.982468564617912,0.926577700274617
"178",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.987386760774779,-0.419221160725094,0.988565412295166,0.971770280555524
"179",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.955767003516244,0.423952815832961,0.92787481193373,0.864161708548461
"180",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.966413717184719,0.614111365782944,0.957908067728803,0.907146442444644
"181",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.92989172916709,-0.080858982823724,0.949947038442032,0.875425784859418
"182",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.979379270827221,-0.150773076594893,0.954687824950714,0.937360296467252
"183",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.957568378376638,-0.186037497820858,0.842000158664755,0.490002369309756
"184",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.975645422116471,-0.0750535019353047,0.86669666545148,0.57876696875922
"185",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.973790182240488,-0.180022567377313,0.936602278468362,0.933174535084857
"186",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.99412826551715,0.508940531357075,0.86312239311475,0.5409767931803
"187",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.945372267185848,-0.411103510984309,0.962737808380994,0.925721443242007
"188",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.973616570845718,-0.169623720236105,0.859707161308482,0.709732395613479
"189",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.98046292112217,-0.417272771514424,0.711336488778117,0.548335781135927
"190",FALSE,TRUE,FALSE,FALSE,"editorial_playlist",1,0.978396731223979,0.81595644838206,0.928296065620063,0.652483374646375
"191",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.994717821821035,0.691836851172343,0.965797674528176,0.905939651805302
"192",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.978577990788236,0.449951912507251,0.953110695949152,0.897397679862963
"193",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.981852243222203,0.44908735909868,0.967548407283071,0.937181076554968
"194",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.942942167205414,0.286196141113046,0.828388520505656,0.80718039544803
"195",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.9920888421254,0.838627522654675,0.967586284789138,0.919998444053218
"196",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.998663454356092,0.921645451886299,0.994284276066866,0.980455288901514
"197",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.994851818854462,0.979217363042894,0.990804879279429,0.958307713648556
"198",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.997950391021591,0.98379872659755,0.991840269896318,0.976363822470903
"199",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.997212581887967,0.947667918389351,0.996948289849979,0.982671342278557
"200",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.975058567657556,0.879626501263351,0.993950443953785,0.964087811155881
"201",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.966459149751787,0.470511147400095,0.996517838572649,0.977688091022897
"202",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.997305789190772,0.950690688189993,0.996455545600509,0.97880900143951
"203",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.996284649602263,0.986550164791152,0.995787478675108,0.969665186036666
"204",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.994568614455907,0.955599844994364,0.984276104027218,0.957208208315883
"205",FALSE,FALSE,FALSE,TRUE,"editorial_playlist",0,0.984126832701875,0.660929687199053,0.999618123448904,0.997901675714483
"206",FALSE,FALSE,TRUE,FALSE,"editorial_playlist",0,0.996161189800832,0.970255070451572,0.997770827725543,0.991896594940815
"207",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.99873385178045,0.878824015415107,0.995172326342503,0.981226585154699
"208",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.992430725034202,0.842438739688572,0.994185346591276,0.979216343447203
"209",TRUE,FALSE,FALSE,FALSE,"editorial_playlist",1,0.98996454688681,0.935605156695123,0.997361438592786,0.990151899251477
